CustomerID,Cluster,Nombre_Cluster,Recency,Frequency,Monetary,UniqueProducts,AverageOrderValue,MonthlySpending,Products_Per_Order,PurchaseInterval,Is_UK,Weekend_Ratio
12438,3,Clientes de alto valor,15,2,2466.85,83,1233.425,587.3452380952381,41.5,126.0,0,0.0
12441,0,Clientes estándar de bajo valor,367,1,155.55,10,155.55,155.55,10.0,0.0,0,0.0
12442,0,Clientes estándar de bajo valor,4,1,144.06,11,144.06,144.06,11.0,0.0,0,0.0
12444,3,Clientes de alto valor,22,5,4085.46,137,817.092,817.092,27.4,37.5,0,0.0
12445,0,Clientes estándar de bajo valor,23,1,77.4,3,77.4,77.4,3.0,0.0,0,0.0
12446,0,Clientes estándar de bajo valor,58,1,1002.3100000000001,57,1002.3100000000001,1002.3100000000001,57.0,0.0,0,0.0
12448,0,Clientes estándar de bajo valor,45,1,365.45,21,365.45,365.45,21.0,0.0,0,0.0
12449,3,Clientes de alto valor,23,4,3596.29,117,899.0725,653.8709090909091,29.25,55.0,0,0.25133689839572193
12450,1,Clientes de compra en fin de semana,157,2,197.88,7,98.94,197.88,3.5,17.0,0,0.75
12452,0,Clientes estándar de bajo valor,17,1,348.57,20,348.57,348.57,20.0,0.0,0,0.0
12453,0,Clientes estándar de bajo valor,135,1,707.09,43,707.09,707.09,43.0,0.0,0,0.0
12455,0,Clientes estándar de bajo valor,74,5,2339.86,84,467.97200000000004,314.77937219730944,16.8,55.75,0,0.0
12456,2,Clientes activos de valor medio,45,3,2581.04,104,860.3466666666667,368.71999999999997,34.666666666666664,105.0,0,0.36065573770491804
12457,0,Clientes estándar de bajo valor,82,5,1846.88,52,369.37600000000003,350.673417721519,10.4,39.5,0,0.0
12458,0,Clientes estándar de bajo valor,72,2,787.4,34,393.7,110.90140845070422,17.0,213.0,0,0.0
12461,0,Clientes estándar de bajo valor,155,1,626.88,34,626.88,626.88,34.0,0.0,0,0.0
12462,0,Clientes estándar de bajo valor,19,2,937.59,50,468.795,98.69368421052631,25.0,285.0,0,0.0
12463,0,Clientes estándar de bajo valor,54,4,1200.78,64,300.195,191.61382978723404,16.0,62.666666666666664,0,0.0
12464,0,Clientes estándar de bajo valor,11,8,957.05,5,119.63125,96.02508361204013,0.625,42.714285714285715,0,0.0
12465,0,Clientes estándar de bajo valor,18,2,682.19,45,341.095,134.64276315789476,22.5,152.0,0,0.0
12468,1,Clientes de compra en fin de semana,188,2,657.5400000000001,35,328.77000000000004,152.91627906976746,17.5,129.0,0,0.6944444444444444
12473,3,Clientes de alto valor,54,3,2585.73,138,861.91,562.1152173913044,46.0,69.0,0,0.0
12475,0,Clientes estándar de bajo valor,54,1,669.38,35,669.38,669.38,35.0,0.0,0,0.0
12476,3,Clientes de alto valor,16,11,5898.42,176,536.22,511.42369942196535,16.0,34.6,0,0.0
12478,0,Clientes estándar de bajo valor,4,1,545.99,35,545.99,545.99,35.0,0.0,0,0.0
12479,0,Clientes estándar de bajo valor,12,1,473.2,30,473.2,473.2,30.0,0.0,0,0.0
12480,3,Clientes de alto valor,29,4,2885.63,128,721.4075,281.0678571428571,32.0,102.66666666666667,0,0.0
12481,3,Clientes de alto valor,23,10,5003.82,149,500.38199999999995,437.65189504373177,14.9,38.111111111111114,0,0.0
12483,2,Clientes activos de valor medio,18,8,1910.98,45,238.8725,178.0416149068323,5.625,46.0,0,0.22058823529411764
12488,2,Clientes activos de valor medio,10,3,1244.66,45,414.8866666666667,565.7545454545455,15.0,33.0,0,0.3888888888888889
12489,0,Clientes estándar de bajo valor,337,1,298.93,14,298.93,298.93,14.0,0.0,0,0.0
12490,3,Clientes de alto valor,6,10,4859.93,130,485.99300000000005,449.9935185185185,13.0,36.0,0,0.20425531914893616
12491,0,Clientes estándar de bajo valor,39,1,424.40000000000003,24,424.40000000000003,424.40000000000003,24.0,0.0,0,0.0
12492,0,Clientes estándar de bajo valor,64,2,227.21,18,113.605,162.29285714285717,9.0,42.0,0,0.0
12493,0,Clientes estándar de bajo valor,166,2,379.74,18,189.87,356.00625,9.0,32.0,0,0.0
12494,2,Clientes activos de valor medio,16,7,1084.1,62,154.87142857142857,92.92285714285714,8.857142857142858,58.333333333333336,0,0.19718309859154928
12497,0,Clientes estándar de bajo valor,82,1,953.1,13,953.1,953.1,13.0,0.0,0,0.0
12498,0,Clientes estándar de bajo valor,22,3,349.70000000000005,20,116.56666666666668,291.41666666666674,6.666666666666667,18.0,0,0.0
12500,3,Clientes de alto valor,24,11,4047.92,32,367.9927272727273,391.73419354838705,2.909090909090909,31.0,0,0.0
12502,3,Clientes de alto valor,96,5,2995.87,101,599.174,419.9817757009345,20.2,53.5,0,0.0
12504,0,Clientes estándar de bajo valor,19,2,428.04999999999995,5,214.02499999999998,428.04999999999995,2.5,12.0,0,0.0
12506,0,Clientes estándar de bajo valor,233,1,73.5,23,73.5,73.5,23.0,0.0,0,0.0
12507,0,Clientes estándar de bajo valor,135,3,1052.81,18,350.93666666666667,192.5871951219512,6.0,82.0,0,0.0
12508,2,Clientes activos de valor medio,27,2,397.88,57,198.94,397.88,28.5,3.0,0,0.25
12509,0,Clientes estándar de bajo valor,285,1,158.5,6,158.5,158.5,6.0,0.0,0,0.0
12510,0,Clientes estándar de bajo valor,143,2,814.5699999999999,28,407.28499999999997,133.5360655737705,14.0,183.0,0,0.0
12512,0,Clientes estándar de bajo valor,67,2,132.18,31,66.09,132.18,15.5,0.0,0,0.0
12513,0,Clientes estándar de bajo valor,113,1,558.29,34,558.29,558.29,34.0,0.0,0,0.0
12515,0,Clientes estándar de bajo valor,354,1,278.7,15,278.7,278.7,15.0,0.0,0,0.0
12516,2,Clientes activos de valor medio,78,2,1186.06,19,593.03,345.45436893203885,9.5,103.0,0,0.5
12517,3,Clientes de alto valor,29,4,2301.6,231,575.4,426.2222222222222,57.75,54.0,0,0.0
12518,0,Clientes estándar de bajo valor,1,5,1840.89,83,368.178,502.06090909090915,16.6,27.5,0,0.14285714285714285
12519,0,Clientes estándar de bajo valor,64,1,276.84000000000003,16,276.84000000000003,276.84000000000003,16.0,0.0,0,0.0
12520,0,Clientes estándar de bajo valor,80,5,2346.26,120,469.25200000000007,362.8237113402062,24.0,48.5,0,0.0
12521,0,Clientes estándar de bajo valor,143,1,545.68,37,545.68,545.68,37.0,0.0,0,0.0
12522,0,Clientes estándar de bajo valor,40,2,156.72,10,78.36,156.72,5.0,12.0,0,0.0
12523,3,Clientes de alto valor,20,11,1699.77,83,154.52454545454546,163.43942307692308,7.545454545454546,31.2,0,0.19607843137254902
12524,3,Clientes de alto valor,10,8,3945.7200000000003,112,493.21500000000003,365.34444444444443,14.0,46.285714285714285,0,0.23529411764705882
12526,0,Clientes estándar de bajo valor,1,3,1172.66,63,390.8866666666667,374.2531914893617,21.0,47.0,0,0.0
12527,0,Clientes estándar de bajo valor,82,3,330.71000000000004,17,110.23666666666668,40.6610655737705,5.666666666666667,122.0,0,0.0
12528,0,Clientes estándar de bajo valor,10,6,1645.48,49,274.24666666666667,162.91881188118813,8.166666666666666,60.6,0,0.0
12530,0,Clientes estándar de bajo valor,60,4,1500.28,50,375.07,162.48519855595669,12.5,92.33333333333333,0,0.0
12531,0,Clientes estándar de bajo valor,15,1,125.22,17,125.22,125.22,17.0,0.0,0,0.0
12532,0,Clientes estándar de bajo valor,31,1,313.83000000000004,15,313.83000000000004,313.83000000000004,15.0,0.0,0,0.0
12534,0,Clientes estándar de bajo valor,131,1,981.18,62,981.18,981.18,62.0,0.0,0,0.0
12535,0,Clientes estándar de bajo valor,92,2,716.35,28,358.175,226.21578947368423,14.0,95.0,0,0.0
12538,0,Clientes estándar de bajo valor,30,1,363.95,21,363.95,363.95,21.0,0.0,0,0.0
12541,2,Clientes activos de valor medio,30,3,841.18,45,280.3933333333333,100.53944223107568,15.0,125.5,0,0.20408163265306123
12544,0,Clientes estándar de bajo valor,37,1,316.7,18,316.7,316.7,18.0,0.0,0,0.0
12545,2,Clientes activos de valor medio,76,2,832.39,41,416.195,135.7157608695652,20.5,184.0,0,0.3125
12546,0,Clientes estándar de bajo valor,47,2,1021.5,58,510.75,988.5483870967741,29.0,31.0,0,0.0
12547,0,Clientes estándar de bajo valor,198,2,151.8,6,75.9,54.867469879518076,3.0,83.0,0,0.0
12548,1,Clientes de compra en fin de semana,167,1,67.19999999999999,4,67.19999999999999,67.19999999999999,4.0,0.0,0,1.0
12550,0,Clientes estándar de bajo valor,80,1,824.83,56,824.83,824.83,56.0,0.0,0,0.0
12551,0,Clientes estándar de bajo valor,358,1,168.0,10,168.0,168.0,10.0,0.0,0,0.0
12552,0,Clientes estándar de bajo valor,40,1,317.82,19,317.82,317.82,19.0,0.0,0,0.0
12553,3,Clientes de alto valor,9,10,3278.28,94,327.82800000000003,306.381308411215,9.4,35.666666666666664,0,0.11538461538461539
12556,0,Clientes estándar de bajo valor,51,2,599.56,100,299.78,178.08712871287128,50.0,101.0,0,0.0
12558,0,Clientes estándar de bajo valor,8,1,269.96,11,269.96,269.96,11.0,0.0,0,0.0
12559,0,Clientes estándar de bajo valor,311,2,525.71,20,262.855,525.71,10.0,9.0,0,0.0
12561,0,Clientes estándar de bajo valor,303,1,238.85,16,238.85,238.85,16.0,0.0,0,0.0
12562,3,Clientes de alto valor,9,7,3385.7400000000002,98,483.6771428571429,534.5905263157896,14.0,31.666666666666668,0,0.0
12564,0,Clientes estándar de bajo valor,262,1,402.90000000000003,20,402.90000000000003,402.90000000000003,20.0,0.0,0,0.0
12565,0,Clientes estándar de bajo valor,289,1,145.92000000000002,9,145.92000000000002,145.92000000000002,9.0,0.0,0,0.0
12566,0,Clientes estándar de bajo valor,87,1,297.65,18,297.65,297.65,18.0,0.0,0,0.0
12571,0,Clientes estándar de bajo valor,40,2,519.61,31,259.805,190.10121951219512,15.5,82.0,0,0.0
12572,0,Clientes estándar de bajo valor,9,2,912.4200000000001,52,456.21000000000004,636.5720930232559,26.0,43.0,0,0.0
12573,0,Clientes estándar de bajo valor,228,1,160.54000000000002,26,160.54000000000002,160.54000000000002,26.0,0.0,0,0.0
12574,0,Clientes estándar de bajo valor,316,1,182.45000000000002,10,182.45000000000002,182.45000000000002,10.0,0.0,0,0.0
12576,0,Clientes estándar de bajo valor,36,5,1315.83,72,263.166,146.74684014869888,14.4,67.25,0,0.0
12577,0,Clientes estándar de bajo valor,36,3,622.65,136,207.54999999999998,57.65277777777777,45.333333333333336,162.0,0,0.0
12579,0,Clientes estándar de bajo valor,79,1,386.42,28,386.42,386.42,28.0,0.0,0,0.0
12580,0,Clientes estándar de bajo valor,247,1,379.7,23,379.7,379.7,23.0,0.0,0,0.0
12581,0,Clientes estándar de bajo valor,40,1,179.71,14,179.71,179.71,14.0,0.0,0,0.0
12582,0,Clientes estándar de bajo valor,239,2,351.36,20,175.68,210.816,10.0,50.0,0,0.0
12583,3,Clientes de alto valor,3,15,6705.38,114,447.0253333333333,542.2140161725067,7.6,26.5,0,0.05603448275862069
12584,3,Clientes de alto valor,4,9,2254.15,43,250.4611111111111,244.13176895306862,4.777777777777778,34.625,0,0.12631578947368421
12585,0,Clientes estándar de bajo valor,235,2,1824.1,76,912.05,467.71794871794873,38.0,117.0,0,0.0
12586,0,Clientes estándar de bajo valor,18,1,196.94000000000003,11,196.94000000000003,196.94000000000003,11.0,0.0,0,0.0
12587,0,Clientes estándar de bajo valor,8,1,104.0,3,104.0,104.0,3.0,0.0,0,0.0
12588,0,Clientes estándar de bajo valor,40,1,174.89999999999998,9,174.89999999999998,174.89999999999998,9.0,0.0,0,0.0
12589,0,Clientes estándar de bajo valor,29,2,574.68,28,287.34,148.62413793103448,14.0,116.0,0,0.0
12591,0,Clientes estándar de bajo valor,318,1,368.85,25,368.85,368.85,25.0,0.0,0,0.0
12592,0,Clientes estándar de bajo valor,93,2,401.6,10,200.8,99.5702479338843,5.0,121.0,0,0.0
12593,0,Clientes estándar de bajo valor,109,3,382.1,13,127.36666666666667,104.20909090909092,4.333333333333333,55.0,0,0.0
12594,3,Clientes de alto valor,38,9,3208.2200000000003,49,356.4688888888889,337.70736842105265,5.444444444444445,35.625,0,0.0
12596,0,Clientes estándar de bajo valor,52,2,450.27,24,225.135,70.72303664921466,12.0,191.0,0,0.0
12598,3,Clientes de alto valor,10,7,2807.08,83,401.01142857142855,306.2269090909091,11.857142857142858,45.833333333333336,0,0.2047244094488189
12599,2,Clientes activos de valor medio,30,7,888.58,31,126.94000000000001,96.936,4.428571428571429,45.833333333333336,0,0.23636363636363636
12600,3,Clientes de alto valor,29,10,2311.04,31,231.10399999999998,202.13177842565597,3.1,38.111111111111114,0,0.18518518518518517
12601,0,Clientes estándar de bajo valor,190,5,487.06,20,97.412,102.18041958041958,4.0,35.75,0,0.0
12602,0,Clientes estándar de bajo valor,59,1,153.12,12,153.12,153.12,12.0,0.0,0,0.0
12603,0,Clientes estándar de bajo valor,22,1,613.1999999999999,1,613.1999999999999,613.1999999999999,1.0,0.0,0,0.0
12604,0,Clientes estándar de bajo valor,80,2,236.18,14,118.09,38.930769230769236,7.0,182.0,0,0.0
12609,0,Clientes estándar de bajo valor,79,3,964.85,56,321.6166666666667,120.60625,18.666666666666668,120.0,0,0.0
12610,0,Clientes estándar de bajo valor,23,4,1747.54,84,436.885,504.0980769230769,21.0,34.666666666666664,0,0.0
12611,0,Clientes estándar de bajo valor,53,1,1193.32,65,1193.32,1193.32,65.0,0.0,0,0.0
12612,0,Clientes estándar de bajo valor,75,1,668.04,18,668.04,668.04,18.0,0.0,0,0.0
12613,3,Clientes de alto valor,58,4,3092.38,123,773.095,452.54341463414636,30.75,68.33333333333333,0,0.0
12614,0,Clientes estándar de bajo valor,278,1,315.6,20,315.6,315.6,20.0,0.0,0,0.0
12615,0,Clientes estándar de bajo valor,3,4,2093.19,81,523.2975,378.2873493975904,20.25,55.333333333333336,0,0.0
12616,0,Clientes estándar de bajo valor,96,2,641.3,24,320.65,95.24257425742573,12.0,202.0,0,0.0
12617,0,Clientes estándar de bajo valor,30,1,352.98,39,352.98,352.98,39.0,0.0,0,0.0
12618,0,Clientes estándar de bajo valor,22,1,137.31,10,137.31,137.31,10.0,0.0,0,0.0
12619,3,Clientes de alto valor,17,8,2945.56,48,368.195,372.85569620253165,6.0,33.857142857142854,0,0.15853658536585366
12620,0,Clientes estándar de bajo valor,15,3,1303.41,88,434.47,205.80157894736845,29.333333333333332,95.0,0,0.0
12622,0,Clientes estándar de bajo valor,233,1,162.1,10,162.1,162.1,10.0,0.0,0,0.0
12623,0,Clientes estándar de bajo valor,277,1,269.1,17,269.1,269.1,17.0,0.0,0,0.0
12624,0,Clientes estándar de bajo valor,107,2,569.13,35,284.565,240.4774647887324,17.5,71.0,0,0.0
12626,3,Clientes de alto valor,24,9,5954.4800000000005,231,661.6088888888889,589.5524752475249,25.666666666666668,37.875,0,0.0
12627,3,Clientes de alto valor,11,6,4082.53,161,680.4216666666667,942.1223076923078,26.833333333333332,26.0,0,0.16071428571428573
12628,2,Clientes activos de valor medio,5,3,732.46,33,244.15333333333334,366.23,11.0,30.0,0,0.2631578947368421
12630,0,Clientes estándar de bajo valor,10,2,1030.88,59,515.44,909.6000000000001,29.5,34.0,0,0.0
12631,0,Clientes estándar de bajo valor,58,1,480.5,30,480.5,480.5,30.0,0.0,0,0.0
12633,0,Clientes estándar de bajo valor,59,4,1929.98,72,482.495,252.835807860262,18.0,76.33333333333333,0,0.0
12637,3,Clientes de alto valor,68,8,5804.9,204,725.6125,680.26171875,25.5,36.57142857142857,0,0.0
12639,0,Clientes estándar de bajo valor,239,1,366.1,21,366.1,366.1,21.0,0.0,0,0.0
12640,0,Clientes estándar de bajo valor,24,3,994.58,46,331.5266666666667,514.4379310344827,15.333333333333334,29.0,0,0.0
12641,0,Clientes estándar de bajo valor,116,1,145.9,9,145.9,145.9,9.0,0.0,0,0.0
12642,0,Clientes estándar de bajo valor,26,3,905.26,38,301.75333333333333,331.19268292682926,12.666666666666666,41.0,0,0.0
12643,0,Clientes estándar de bajo valor,129,6,3041.64,10,506.94,447.3,1.6666666666666667,40.8,0,0.0
12644,0,Clientes estándar de bajo valor,130,1,477.90999999999997,31,477.90999999999997,477.90999999999997,31.0,0.0,0,0.0
12645,2,Clientes activos de valor medio,34,4,1631.18,57,407.795,172.91660777385158,14.25,94.33333333333333,0,0.18840579710144928
12646,0,Clientes estándar de bajo valor,5,2,1346.97,43,673.485,897.98,21.5,45.0,0,0.0
12647,2,Clientes activos de valor medio,23,12,3146.82,77,262.235,272.0593659942363,6.416666666666667,31.545454545454547,0,0.3119266055045872
12648,0,Clientes estándar de bajo valor,155,1,300.05,20,300.05,300.05,20.0,0.0,0,0.0
12649,0,Clientes estándar de bajo valor,108,3,569.51,27,189.83666666666667,162.71714285714285,9.0,52.5,0,0.0
12650,0,Clientes estándar de bajo valor,4,1,242.44,19,242.44,242.44,19.0,0.0,0,0.0
12652,0,Clientes estándar de bajo valor,332,1,793.98,47,793.98,793.98,47.0,0.0,0,0.0
12653,0,Clientes estándar de bajo valor,149,2,2209.85,37,1104.925,447.94256756756755,18.5,148.0,0,0.0
12654,0,Clientes estándar de bajo valor,11,5,529.98,30,105.99600000000001,55.78736842105263,6.0,71.25,0,0.0
12656,3,Clientes de alto valor,18,5,3619.17,88,723.8340000000001,502.6625,17.6,54.0,0,0.0
12657,0,Clientes estándar de bajo valor,12,3,1008.06,34,336.02,451.3701492537313,11.333333333333334,33.5,0,0.0
12658,0,Clientes estándar de bajo valor,19,1,632.05,35,632.05,632.05,35.0,0.0,0,0.0
12659,0,Clientes estándar de bajo valor,30,1,73.67999999999999,4,73.67999999999999,73.67999999999999,4.0,0.0,0,0.0
12660,0,Clientes estándar de bajo valor,12,1,227.10000000000002,12,227.10000000000002,227.10000000000002,12.0,0.0,0,0.0
12662,3,Clientes de alto valor,1,11,3543.78,128,322.1618181818182,285.0225201072386,11.636363636363637,37.3,0,0.13636363636363635
12664,3,Clientes de alto valor,9,9,4391.88,9,487.9866666666667,419.6063694267516,1.0,39.25,0,0.0
12665,0,Clientes estándar de bajo valor,325,1,45.0,2,45.0,45.0,2.0,0.0,0,0.0
12667,0,Clientes estándar de bajo valor,59,1,460.13,32,460.13,460.13,32.0,0.0,0,0.0
12668,3,Clientes de alto valor,12,4,3177.15,114,794.2875,277.07703488372096,28.5,114.66666666666667,0,0.1464968152866242
12669,0,Clientes estándar de bajo valor,151,2,1427.73,96,713.865,404.0745283018868,48.0,106.0,0,0.0
12670,0,Clientes estándar de bajo valor,11,5,2744.05,57,548.8100000000001,370.81756756756755,11.4,55.5,0,0.0
12672,0,Clientes estándar de bajo valor,330,1,225.9,10,225.9,225.9,10.0,0.0,0,0.0
12674,0,Clientes estándar de bajo valor,39,4,1844.6,51,461.15,327.44378698224847,12.75,56.333333333333336,0,0.0
12676,0,Clientes estándar de bajo valor,25,6,1091.39,32,181.89833333333334,114.08257839721256,5.333333333333333,57.4,0,0.0
12679,0,Clientes estándar de bajo valor,59,4,951.02,42,237.755,126.80266666666667,10.5,75.0,0,0.0
12680,0,Clientes estándar de bajo valor,1,4,790.81,32,197.7025,209.94955752212388,8.0,37.666666666666664,0,0.12244897959183673
12683,3,Clientes de alto valor,5,14,7612.57,176,543.755,632.6235457063711,12.571428571428571,27.76923076923077,0,0.0
12684,0,Clientes estándar de bajo valor,8,6,2073.63,59,345.605,301.98495145631074,9.833333333333334,41.2,0,0.0
12685,3,Clientes de alto valor,29,6,2575.08,116,429.18,1188.4984615384617,19.333333333333332,13.0,0,0.08609271523178808
12686,0,Clientes estándar de bajo valor,372,1,71.14,6,71.14,71.14,6.0,0.0,0,0.0
12689,0,Clientes estándar de bajo valor,26,2,1139.6100000000001,56,569.8050000000001,335.17941176470595,28.0,102.0,0,0.0
12690,0,Clientes estándar de bajo valor,206,1,335.01,15,335.01,335.01,15.0,0.0,0,0.0
12691,0,Clientes estándar de bajo valor,29,5,927.8,20,185.56,84.60182370820668,4.0,82.25,0,0.18518518518518517
12693,2,Clientes activos de valor medio,128,4,711.91,34,177.9775,111.23593749999999,8.5,64.0,0,0.2857142857142857
12694,0,Clientes estándar de bajo valor,71,2,761.67,31,380.835,202.21327433628318,15.5,113.0,0,0.0
12695,0,Clientes estándar de bajo valor,8,4,582.1,23,145.525,86.02463054187193,5.75,67.66666666666667,0,0.0
12697,2,Clientes activos de valor medio,29,3,757.59,36,252.53,161.18936170212766,12.0,70.5,0,0.23684210526315788
12701,0,Clientes estándar de bajo valor,80,2,725.71,49,362.855,133.56625766871167,24.5,163.0,0,0.0
12702,1,Clientes de compra en fin de semana,20,1,201.0,11,201.0,201.0,11.0,0.0,0,1.0
