CustomerID,Recency,Frequency,Monetary,UniqueProducts,AverageOrderValue,MonthlySpending,Products_Per_Order,PurchaseInterval,Is_UK,Weekend_Ratio,Outlier_Label
16525,3,26,13027.45,75,501.0557692307693,1073.6909340659342,2.8846153846153846,14.56,1,0.1912568306010929,-1
16532,18,3,6748.8,2,2249.6,630.7289719626169,0.6666666666666666,160.5,1,0.0,-1
16549,11,10,4034.9,445,403.49,373.60185185185185,44.5,36.0,1,0.23135135135135135,-1
16684,5,28,66653.56,119,2380.4842857142858,5648.606779661017,4.25,13.11111111111111,1,0.17328519855595667,-1
16686,48,7,2959.88,406,422.84000000000003,288.3,58.0,51.333333333333336,1,0.7077205882352942,-1
16754,373,1,2002.4,2,2002.4,2002.4,2.0,0.0,1,0.0,-1
16839,9,34,16594.35,114,488.06911764705876,1379.0318559556786,3.3529411764705883,10.93939393939394,1,0.03383458646616541,-1
16923,13,19,7069.08,313,372.0568421052632,605.9211428571429,16.473684210526315,19.444444444444443,1,0.8865814696485623,-1
16931,6,21,4554.87,448,216.89857142857142,375.40137362637364,21.333333333333332,18.2,1,0.9108352144469526,-1
16984,89,2,4459.52,354,2229.76,3185.371428571429,177.0,42.0,1,0.0,-1
17084,36,2,2747.9900000000002,146,1373.9950000000001,2747.9900000000002,73.0,0.0,1,0.0,-1
17107,34,6,10797.48,269,1799.58,1322.1404081632654,44.833333333333336,49.0,1,0.8461538461538461,-1
17139,16,12,10650.77,309,887.5641666666667,1170.4142857142858,25.75,24.818181818181817,1,0.0,-1
17243,2,26,8531.65,179,328.1403846153846,695.5149456521739,6.884615384615385,14.72,1,0.41450777202072536,-1
17313,32,1,2328.84,24,2328.84,2328.84,24.0,0.0,1,0.0,-1
17317,47,3,2600.34,8,866.7800000000001,1814.1906976744187,2.6666666666666665,21.5,1,0.7777777777777778,-1
17337,152,4,1979.61,420,494.9025,373.51132075471696,105.0,53.0,1,0.2923076923076923,-1
17338,18,8,6484.75,388,810.59375,565.5305232558139,48.5,49.142857142857146,1,0.0,-1
17381,9,29,20275.61,40,699.1589655172414,1671.0667582417584,1.3793103448275863,13.0,1,0.09174311926605505,-1
17389,1,34,31833.68,45,936.2847058823529,2885.2277945619335,1.3235294117647058,10.030303030303031,1,0.028169014084507043,-1
17404,5,13,31781.82,109,2444.7553846153846,2678.2432584269663,8.384615384615385,29.666666666666668,0,0.11794871794871795,-1
17428,1,28,17256.85,252,616.3160714285714,1406.8084239130433,9.0,13.62962962962963,1,0.057926829268292686,-1
17444,152,2,2389.1,131,1194.55,2389.1,65.5,21.0,0,0.0,-1
17450,9,46,194390.79,124,4225.886739130435,16244.355710306407,2.6956521739130435,7.977777777777778,1,0.0,-1
17509,58,8,6083.64,75,760.455,6083.64,9.375,0.8571428571428571,1,0.0,-1
17511,3,30,88556.38,452,2951.8793333333333,7160.893261455526,15.066666666666666,12.793103448275861,1,0.0,-1
17555,20,2,480.31,101,240.155,45.743809523809524,50.5,315.0,1,1.0,-1
17581,1,25,11025.24,229,441.0096,889.1322580645161,9.16,15.5,1,0.15034168564920272,-1
17597,214,1,2044.3700000000001,55,2044.3700000000001,2044.3700000000001,55.0,0.0,1,0.0,-1
17611,8,15,3961.12,440,264.07466666666664,335.6881355932203,29.333333333333332,25.285714285714285,1,0.47266313932980597,-1
17675,2,31,20298.68,239,654.796129032258,1663.8262295081968,7.709677419354839,12.2,1,0.07244318181818182,-1
17677,2,30,16345.38,178,544.846,1336.1346049046322,5.933333333333334,12.655172413793103,1,0.013201320132013201,-1
17735,3,19,13110.02,319,690.001052631579,1077.535890410959,16.789473684210527,20.27777777777778,1,0.09130434782608696,-1
17758,20,8,3408.2,310,426.025,442.6233766233766,38.75,33.0,1,0.6707920792079208,-1
17811,5,39,7689.72,358,197.1723076923077,701.190273556231,9.179487179487179,8.657894736842104,1,0.23365617433414043,-1
17841,2,124,40494.44,1322,326.568064516129,3265.6806451612906,10.661290322580646,3.024390243902439,1,0.14349073832507175,-1
17850,373,34,5391.21,21,158.565,5391.21,0.6176470588235294,0.030303030303030304,1,0.0,-1
17857,5,22,25229.04,18,1146.7745454545454,2096.5961218836565,0.8181818181818182,17.19047619047619,1,0.0,-1
17949,2,43,57949.12,28,1347.653953488372,4698.577297297297,0.6511627906976745,8.80952380952381,1,0.0,-1
18087,291,1,3202.92,1,3202.92,3202.92,1.0,0.0,1,0.0,-1
18102,1,60,259657.3,150,4327.621666666667,21225.392370572208,2.5,6.220338983050848,1,0.0,-1
18118,11,26,5621.43,423,216.20884615384617,469.7573816155989,16.26923076923077,14.36,1,0.176050753370341,-1
18139,18,6,8438.34,35,1406.39,8438.34,5.833333333333333,0.2,1,0.0,-1
18156,13,2,675.64,100,337.82,56.77647058823529,50.0,357.0,1,1.0,-1
18251,88,1,4314.72,16,4314.72,4314.72,16.0,0.0,1,0.0,-1
